COUNTY,COUNTY_FIPS,COUNTY_TOTALVOTES,DEM_CANDIDATE,DEM_VOTES,HOUSE_WINNING_BINARY,H_FEMALE,REP_CANDIDATE,REP_VOTES,SENATE_WINNING_BINARY,STATE,STATE_FIPS,UNEMPLOYMENT_RATE,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,YEAR,YEAR_FIPS
Columbia County,13,2106,Al Gore,515,0,132,George W. Bush,1523,0,Washington,53,8.8,George W. Bush,republican,1,2000,200053013
Cowlitz County,15,36957,Al Gore,18233,0,1882,George W. Bush,16873,0,Washington,53,7,Al Gore,democrat,0,2000,200053015
Douglas County,17,12851,Al Gore,3822,0,3023,George W. Bush,8512,0,Washington,53,6.8,George W. Bush,republican,1,2000,200053017
Ferry County,19,3037,Al Gore,932,0,88,George W. Bush,1896,0,Washington,53,10.5,George W. Bush,republican,1,2000,200053019
Franklin County,21,13612,Al Gore,4653,0,10591,George W. Bush,8594,0,Washington,53,8,George W. Bush,republican,1,2000,200053021
Garfield County,23,1329,Al Gore,300,0,22,George W. Bush,982,0,Washington,53,5.2,George W. Bush,republican,1,2000,200053023
Grant County,25,23795,Al Gore,7073,0,10270,George W. Bush,15830,0,Washington,53,8.6,George W. Bush,republican,1,2000,200053025
Grays Harbor County,27,25970,Al Gore,13304,0,1397,George W. Bush,11225,0,Washington,53,8.1,Al Gore,democrat,0,2000,200053027
Island County,29,33003,Al Gore,14778,0,1378,George W. Bush,16408,0,Washington,53,5.6,George W. Bush,republican,1,2000,200053029
Jefferson County,31,15832,Al Gore,8281,0,288,George W. Bush,6095,0,Washington,53,6,Al Gore,democrat,0,2000,200053031
King County,33,794078,Al Gore,476700,0,43582,George W. Bush,273171,0,Washington,53,3.7,Al Gore,democrat,0,2000,200053033
Kitsap County,35,102857,Al Gore,50302,0,4604,George W. Bush,46427,0,Washington,53,5.6,Al Gore,democrat,0,2000,200053035
Kittitas County,37,14086,Al Gore,5516,0,763,George W. Bush,7727,0,Washington,53,6.1,George W. Bush,republican,1,2000,200053037
Klickitat County,39,8180,Al Gore,3062,0,726,George W. Bush,4557,0,Washington,53,8.3,George W. Bush,republican,1,2000,200053039
Lewis County,41,29983,Al Gore,9891,0,1566,George W. Bush,18565,0,Washington,53,8.1,George W. Bush,republican,1,2000,200053041
Lincoln County,43,5196,Al Gore,1417,0,92,George W. Bush,3546,0,Washington,53,5.3,George W. Bush,republican,1,2000,200053043
Mason County,45,22479,Al Gore,10876,0,934,George W. Bush,10257,0,Washington,53,7.1,Al Gore,democrat,0,2000,200053045
Okanogan County,47,14796,Al Gore,4335,0,2587,George W. Bush,9384,0,Washington,53,9.1,George W. Bush,republican,1,2000,200053047
Pacific County,49,9518,Al Gore,4895,0,447,George W. Bush,4042,0,Washington,53,7.8,Al Gore,democrat,0,2000,200053049
Pend Oreille County,51,5437,Al Gore,1973,0,116,George W. Bush,3076,0,Washington,53,8.4,George W. Bush,republican,1,2000,200053051
Pierce County,53,268894,Al Gore,138249,0,18200,George W. Bush,118431,0,Washington,53,5.6,Al Gore,democrat,0,2000,200053053
San Juan County,55,8424,Al Gore,4426,0,161,George W. Bush,3005,0,Washington,53,4.4,Al Gore,democrat,0,2000,200053055
Skagit County,57,45220,Al Gore,20432,0,5390,George W. Bush,22163,0,Washington,53,6.4,George W. Bush,republican,1,2000,200053057
Skamania County,59,4248,Al Gore,1753,0,194,George W. Bush,2151,0,Washington,53,6.8,George W. Bush,republican,1,2000,200053059
Snohomish County,61,251305,Al Gore,129612,0,13190,George W. Bush,109615,0,Washington,53,4.1,Al Gore,democrat,0,2000,200053061
Spokane County,63,172089,Al Gore,74604,0,5583,George W. Bush,89299,0,Washington,53,5.8,George W. Bush,republican,1,2000,200053063
Stevens County,65,17995,Al Gore,5560,0,383,George W. Bush,11299,0,Washington,53,8,George W. Bush,republican,1,2000,200053065
Thurston County,67,97407,Al Gore,50467,0,4541,George W. Bush,39924,0,Washington,53,5.1,Al Gore,democrat,0,2000,200053067
Wahkiakum County,69,1971,Al Gore,803,0,43,George W. Bush,1033,0,Washington,53,7.4,George W. Bush,republican,1,2000,200053069
Walla Walla County,71,21362,Al Gore,7188,0,4006,George W. Bush,13304,0,Washington,53,6.3,George W. Bush,republican,1,2000,200053071
Whatcom County,73,73752,Al Gore,34033,0,4080,George W. Bush,34287,0,Washington,53,5.7,George W. Bush,republican,1,2000,200053073
Whitman County,75,16234,Al Gore,6509,0,610,George W. Bush,9003,0,Washington,53,4.1,George W. Bush,republican,1,2000,200053075
Yakima County,77,67375,Al Gore,25546,0,38116,George W. Bush,39494,0,Washington,53,8.5,George W. Bush,republican,1,2000,200053077
Barbour County,1,6051,Al Gore,2503,0,43,George W. Bush,3411,-1,West Virginia,54,7.9,George W. Bush,republican,1,2000,200054001
Berkeley County,3,23010,Al Gore,8797,0,457,George W. Bush,13619,-1,West Virginia,54,3.6,George W. Bush,republican,1,2000,200054003
Boone County,5,9141,Al Gore,5656,0,59,George W. Bush,3353,-1,West Virginia,54,6.8,Al Gore,democrat,0,2000,200054005
Braxton County,7,5328,Al Gore,2719,0,33,George W. Bush,2529,-1,West Virginia,54,7.3,Al Gore,democrat,0,2000,200054007
Brooke County,9,9405,Al Gore,4678,0,48,George W. Bush,4195,-1,West Virginia,54,4.6,Al Gore,democrat,0,2000,200054009
Cabell County,11,32216,Al Gore,14896,0,323,George W. Bush,16440,-1,West Virginia,54,4.8,George W. Bush,republican,1,2000,200054011
Calhoun County,13,2615,Al Gore,1112,0,23,George W. Bush,1425,-1,West Virginia,54,10.3,George W. Bush,republican,1,2000,200054013
Clay County,15,3582,Al Gore,1617,0,21,George W. Bush,1887,-1,West Virginia,54,8.5,George W. Bush,republican,1,2000,200054015
Doddridge County,17,2816,Al Gore,773,0,22,George W. Bush,1955,-1,West Virginia,54,5.8,George W. Bush,republican,1,2000,200054017
Fayette County,19,14619,Al Gore,8371,0,158,George W. Bush,5897,-1,West Virginia,54,7.1,Al Gore,democrat,0,2000,200054019
Gilmer County,21,2740,Al Gore,1092,0,21,George W. Bush,1560,-1,West Virginia,54,7.3,George W. Bush,republican,1,2000,200054021
Grant County,23,4534,Al Gore,891,0,30,George W. Bush,3571,-1,West Virginia,54,5.3,George W. Bush,republican,1,2000,200054023
Greenbrier County,25,12808,Al Gore,5627,0,118,George W. Bush,6866,-1,West Virginia,54,6.6,George W. Bush,republican,1,2000,200054025
Hampshire County,27,6097,Al Gore,2069,0,59,George W. Bush,3879,-1,West Virginia,54,3.3,George W. Bush,republican,1,2000,200054027
Hancock County,29,13472,Al Gore,6249,0,119,George W. Bush,6458,-1,West Virginia,54,4.6,George W. Bush,republican,1,2000,200054029
Hardy County,31,4514,Al Gore,1621,0,37,George W. Bush,2816,-1,West Virginia,54,3.8,George W. Bush,republican,1,2000,200054031
Harrison County,33,26578,Al Gore,13009,0,334,George W. Bush,12948,-1,West Virginia,54,5.8,Al Gore,democrat,0,2000,200054033
Jackson County,35,11518,Al Gore,4937,0,32,George W. Bush,6341,-1,West Virginia,54,5.9,George W. Bush,republican,1,2000,200054035
Jefferson County,37,14378,Al Gore,6860,0,341,George W. Bush,7045,-1,West Virginia,54,3.4,George W. Bush,republican,1,2000,200054037
Kanawha County,39,76670,Al Gore,38524,0,604,George W. Bush,36809,-1,West Virginia,54,4.9,Al Gore,democrat,0,2000,200054039
Lewis County,41,6134,Al Gore,2355,0,42,George W. Bush,3606,-1,West Virginia,54,5.8,George W. Bush,republican,1,2000,200054041
Lincoln County,43,7464,Al Gore,3939,0,70,George W. Bush,3389,-1,West Virginia,54,7.3,Al Gore,democrat,0,2000,200054043
Logan County,45,14439,Al Gore,8927,0,98,George W. Bush,5334,-1,West Virginia,54,7.5,Al Gore,democrat,0,2000,200054045
McDowell County,47,7303,Al Gore,4845,0,70,George W. Bush,2348,-1,West Virginia,54,10.3,Al Gore,democrat,0,2000,200054047
Marion County,49,22873,Al Gore,12315,0,205,George W. Bush,9972,-1,West Virginia,54,5.8,Al Gore,democrat,0,2000,200054049
Marshall County,51,13498,Al Gore,6000,0,117,George W. Bush,6859,-1,West Virginia,54,5.7,George W. Bush,republican,1,2000,200054051
Mason County,53,11223,Al Gore,4963,0,59,George W. Bush,5972,-1,West Virginia,54,8.1,George W. Bush,republican,1,2000,200054053
Mercer County,55,18875,Al Gore,8347,0,134,George W. Bush,10206,-1,West Virginia,54,5.1,George W. Bush,republican,1,2000,200054055
Mineral County,57,9782,Al Gore,3341,0,79,George W. Bush,6180,-1,West Virginia,54,5.4,George W. Bush,republican,1,2000,200054057
Mingo County,59,10043,Al Gore,6049,0,77,George W. Bush,3866,-1,West Virginia,54,7.8,Al Gore,democrat,0,2000,200054059
Monongalia County,61,27367,Al Gore,12603,0,385,George W. Bush,13595,-1,West Virginia,54,4.3,George W. Bush,republican,1,2000,200054061
Monroe County,63,5139,Al Gore,2094,0,18,George W. Bush,2940,-1,West Virginia,54,4.9,George W. Bush,republican,1,2000,200054063
Morgan County,65,5772,Al Gore,1939,0,65,George W. Bush,3639,-1,West Virginia,54,3.9,George W. Bush,republican,1,2000,200054065
Nicholas County,67,8579,Al Gore,4059,0,68,George W. Bush,4359,-1,West Virginia,54,6.8,George W. Bush,republican,1,2000,200054067
Ohio County,69,17964,Al Gore,7653,0,116,George W. Bush,9607,-1,West Virginia,54,4.5,George W. Bush,republican,1,2000,200054069
Pendleton County,71,3221,Al Gore,1172,0,41,George W. Bush,1996,-1,West Virginia,54,7.9,George W. Bush,republican,1,2000,200054071
Pleasants County,73,3208,Al Gore,1267,0,17,George W. Bush,1884,-1,West Virginia,54,5.8,George W. Bush,republican,1,2000,200054073
Pocahontas County,75,3467,Al Gore,1392,0,19,George W. Bush,1970,-1,West Virginia,54,6.7,George W. Bush,republican,1,2000,200054075
Preston County,77,10439,Al Gore,3515,0,92,George W. Bush,6607,-1,West Virginia,54,5.6,George W. Bush,republican,1,2000,200054077
Putnam County,79,20426,Al Gore,7891,0,124,George W. Bush,12173,-1,West Virginia,54,4.8,George W. Bush,republican,1,2000,200054079
Raleigh County,81,24061,Al Gore,11047,0,235,George W. Bush,12587,-1,West Virginia,54,6.1,George W. Bush,republican,1,2000,200054081
Randolph County,83,9542,Al Gore,4028,0,99,George W. Bush,5248,-1,West Virginia,54,6,George W. Bush,republican,1,2000,200054083
Ritchie County,85,3812,Al Gore,1024,0,22,George W. Bush,2717,-1,West Virginia,54,6.3,George W. Bush,republican,1,2000,200054085
Roane County,87,5625,Al Gore,2332,0,51,George W. Bush,3172,-1,West Virginia,54,9,George W. Bush,republican,1,2000,200054087
Summers County,89,4713,Al Gore,2299,0,66,George W. Bush,2304,-1,West Virginia,54,7.4,George W. Bush,republican,1,2000,200054089
Taylor County,91,5712,Al Gore,2473,0,40,George W. Bush,3124,-1,West Virginia,54,5.5,George W. Bush,republican,1,2000,200054091
Tucker County,93,3346,Al Gore,1319,0,10,George W. Bush,1935,-1,West Virginia,54,6.3,George W. Bush,republican,1,2000,200054093
Tyler County,95,3928,Al Gore,1214,0,20,George W. Bush,2582,-1,West Virginia,54,5.9,George W. Bush,republican,1,2000,200054095
Upshur County,97,8123,Al Gore,2770,0,70,George W. Bush,5165,-1,West Virginia,54,6,George W. Bush,republican,1,2000,200054097
Wayne County,99,16241,Al Gore,7940,0,109,George W. Bush,7993,-1,West Virginia,54,5.2,George W. Bush,republican,1,2000,200054099
Webster County,101,3308,Al Gore,1764,0,17,George W. Bush,1484,-1,West Virginia,54,7.3,Al Gore,democrat,0,2000,200054101
Wetzel County,103,6288,Al Gore,2849,0,36,George W. Bush,3239,-1,West Virginia,54,8,George W. Bush,republican,1,2000,200054103
Wirt County,105,2382,Al Gore,818,0,9,George W. Bush,1518,-1,West Virginia,54,7,George W. Bush,republican,1,2000,200054105
Wood County,107,33857,Al Gore,12664,0,270,George W. Bush,20428,-1,West Virginia,54,4.6,George W. Bush,republican,1,2000,200054107
Wyoming County,109,7878,Al Gore,4289,0,63,George W. Bush,3473,-1,West Virginia,54,7.7,Al Gore,democrat,0,2000,200054109
Adams County,1,9116,Al Gore,4826,1,116,George W. Bush,3920,0,Wisconsin,55,4.6,Al Gore,democrat,0,2000,200055001
Ashland County,3,7890,Al Gore,4356,1,85,George W. Bush,3038,0,Wisconsin,55,5.5,Al Gore,democrat,0,2000,200055003
Barron County,5,19904,Al Gore,8928,1,209,George W. Bush,9848,0,Wisconsin,55,4.1,George W. Bush,republican,1,2000,200055005
Bayfield County,7,8259,Al Gore,4427,1,45,George W. Bush,3266,0,Wisconsin,55,5.5,Al Gore,democrat,0,2000,200055007
Brown County,9,107769,Al Gore,49096,1,3667,George W. Bush,54258,0,Wisconsin,55,2.9,George W. Bush,republican,1,2000,200055009
Buffalo County,11,6641,Al Gore,3237,1,42,George W. Bush,3038,0,Wisconsin,55,3.8,Al Gore,democrat,0,2000,200055011
Burnett County,13,8151,Al Gore,3626,1,59,George W. Bush,3967,0,Wisconsin,55,4,George W. Bush,republican,1,2000,200055013
Calumet County,15,19947,Al Gore,8202,1,209,George W. Bush,10837,0,Wisconsin,55,2.8,George W. Bush,republican,1,2000,200055015
Chippewa County,17,26173,Al Gore,12102,1,144,George W. Bush,12835,0,Wisconsin,55,4.3,George W. Bush,republican,1,2000,200055017
Clark County,19,14149,Al Gore,5931,1,163,George W. Bush,7461,0,Wisconsin,55,4.4,George W. Bush,republican,1,2000,200055019
Columbia County,21,25587,Al Gore,12636,1,341,George W. Bush,11987,0,Wisconsin,55,3.7,Al Gore,democrat,0,2000,200055021
Crawford County,23,7394,Al Gore,4005,1,60,George W. Bush,3024,0,Wisconsin,55,3.8,Al Gore,democrat,0,2000,200055023
Dane County,25,232739,Al Gore,142317,1,6359,George W. Bush,75790,0,Wisconsin,55,2.4,Al Gore,democrat,0,2000,200055025
Dodge County,27,37701,Al Gore,14580,1,839,George W. Bush,21684,0,Wisconsin,55,3.3,George W. Bush,republican,1,2000,200055027
Door County,29,15220,Al Gore,6560,1,120,George W. Bush,7810,0,Wisconsin,55,4.1,George W. Bush,republican,1,2000,200055029
Douglas County,31,21706,Al Gore,13593,1,144,George W. Bush,6930,0,Wisconsin,55,4.5,Al Gore,democrat,0,2000,200055031
Dunn County,33,19330,Al Gore,9172,1,153,George W. Bush,8911,0,Wisconsin,55,3.5,Al Gore,democrat,0,2000,200055033
Eau Claire County,35,47875,Al Gore,24078,1,447,George W. Bush,20921,0,Wisconsin,55,3.3,Al Gore,democrat,0,2000,200055035
Florence County,37,2405,Al Gore,816,1,11,George W. Bush,1528,0,Wisconsin,55,4.3,George W. Bush,republican,1,2000,200055037
Fond du Lac County,39,46589,Al Gore,18181,1,911,George W. Bush,26548,0,Wisconsin,55,3.1,George W. Bush,republican,1,2000,200055039
Forest County,41,4716,Al Gore,2158,1,53,George W. Bush,2404,0,Wisconsin,55,5.9,George W. Bush,republican,1,2000,200055041
Grant County,43,21956,Al Gore,10691,1,129,George W. Bush,10240,0,Wisconsin,55,3.4,Al Gore,democrat,0,2000,200055043
Green County,45,15276,Al Gore,7863,1,148,George W. Bush,6790,0,Wisconsin,55,3.3,Al Gore,democrat,0,2000,200055045
Green Lake County,47,9107,Al Gore,3301,1,187,George W. Bush,5451,0,Wisconsin,55,4.1,George W. Bush,republican,1,2000,200055047
Iowa County,49,10541,Al Gore,5842,1,38,George W. Bush,4221,0,Wisconsin,55,2.9,Al Gore,democrat,0,2000,200055049
Iron County,51,3507,Al Gore,1620,1,20,George W. Bush,1734,0,Wisconsin,55,7.1,George W. Bush,republican,1,2000,200055051
Jackson County,53,8417,Al Gore,4380,1,97,George W. Bush,3670,0,Wisconsin,55,4.7,Al Gore,democrat,0,2000,200055053
Jefferson County,55,36099,Al Gore,15203,1,1331,George W. Bush,19204,0,Wisconsin,55,3,George W. Bush,republican,1,2000,200055055
Juneau County,57,10218,Al Gore,4813,1,158,George W. Bush,4910,0,Wisconsin,55,5.1,George W. Bush,republican,1,2000,200055057
Kenosha County,59,63709,Al Gore,32429,1,5052,George W. Bush,28891,0,Wisconsin,55,4.2,Al Gore,democrat,0,2000,200055059
Kewaunee County,61,10084,Al Gore,4670,1,63,George W. Bush,4883,0,Wisconsin,55,2.8,George W. Bush,republican,1,2000,200055061
La Crosse County,63,55559,Al Gore,28455,1,472,George W. Bush,24327,0,Wisconsin,55,3.3,Al Gore,democrat,0,2000,200055063
Lafayette County,65,7263,Al Gore,3710,1,30,George W. Bush,3336,0,Wisconsin,55,3.1,Al Gore,democrat,0,2000,200055065
Langlade County,67,9721,Al Gore,4199,1,76,George W. Bush,5125,0,Wisconsin,55,4.8,George W. Bush,republican,1,2000,200055067
Lincoln County,69,14239,Al Gore,6664,1,98,George W. Bush,6727,0,Wisconsin,55,4.3,George W. Bush,republican,1,2000,200055069
Manitowoc County,71,38824,Al Gore,17667,1,574,George W. Bush,19358,0,Wisconsin,55,3.4,George W. Bush,republican,1,2000,200055071
Marathon County,73,58374,Al Gore,26546,1,469,George W. Bush,28883,0,Wisconsin,55,3.4,George W. Bush,republican,1,2000,200055073
Marinette County,75,19921,Al Gore,8676,1,157,George W. Bush,10535,0,Wisconsin,55,4.5,George W. Bush,republican,1,2000,200055075
Marquette County,77,7194,Al Gore,3437,1,97,George W. Bush,3522,0,Wisconsin,55,5.4,George W. Bush,republican,1,2000,200055077
Menominee County,78,1233,Al Gore,949,1,59,George W. Bush,225,0,Wisconsin,55,9.1,Al Gore,democrat,0,2000,200055078
Milwaukee County,79,433537,Al Gore,252329,1,38845,George W. Bush,163491,0,Wisconsin,55,4.4,Al Gore,democrat,0,2000,200055079
Monroe County,81,16335,Al Gore,7460,1,278,George W. Bush,8217,0,Wisconsin,55,3.8,George W. Bush,republican,1,2000,200055081
Oconto County,83,16596,Al Gore,7260,1,135,George W. Bush,8706,0,Wisconsin,55,3.7,George W. Bush,republican,1,2000,200055083
Oneida County,85,18891,Al Gore,8339,1,131,George W. Bush,9512,0,Wisconsin,55,5.1,George W. Bush,republican,1,2000,200055085
Outagamie County,87,75742,Al Gore,32735,1,1437,George W. Bush,39460,0,Wisconsin,55,3,George W. Bush,republican,1,2000,200055087
Ozaukee County,89,47751,Al Gore,15030,1,552,George W. Bush,31155,0,Wisconsin,55,2.6,George W. Bush,republican,1,2000,200055089
Pepin County,91,3664,Al Gore,1854,1,13,George W. Bush,1631,0,Wisconsin,55,3.6,Al Gore,democrat,0,2000,200055091
Pierce County,93,17962,Al Gore,8559,1,151,George W. Bush,8169,0,Wisconsin,55,2.6,Al Gore,democrat,0,2000,200055093
Polk County,95,19762,Al Gore,8961,1,137,George W. Bush,9557,0,Wisconsin,55,3.5,George W. Bush,republican,1,2000,200055095
Portage County,97,33760,Al Gore,17942,1,468,George W. Bush,13214,0,Wisconsin,55,3.6,Al Gore,democrat,0,2000,200055097
Price County,99,7930,Al Gore,3413,1,63,George W. Bush,4136,0,Wisconsin,55,5.2,George W. Bush,republican,1,2000,200055099
Racine County,101,88865,Al Gore,41563,1,6821,George W. Bush,44014,0,Wisconsin,55,4.1,George W. Bush,republican,1,2000,200055101
Richland County,103,8293,Al Gore,3837,1,77,George W. Bush,3994,0,Wisconsin,55,3.6,George W. Bush,republican,1,2000,200055103
Rock County,105,70404,Al Gore,40472,1,2533,George W. Bush,27467,0,Wisconsin,55,4.3,Al Gore,democrat,0,2000,200055105
Rusk County,107,7366,Al Gore,3161,1,58,George W. Bush,3758,0,Wisconsin,55,5.4,George W. Bush,republican,1,2000,200055107
St. Croix County,109,29954,Al Gore,13077,1,243,George W. Bush,15240,0,Wisconsin,55,2.5,George W. Bush,republican,1,2000,200055109
Sauk County,111,25653,Al Gore,13035,1,419,George W. Bush,11586,0,Wisconsin,55,3.1,Al Gore,democrat,0,2000,200055111
Sawyer County,113,7767,Al Gore,3333,1,68,George W. Bush,3972,0,Wisconsin,55,5.5,George W. Bush,republican,1,2000,200055113
Shawano County,115,17603,Al Gore,7335,1,189,George W. Bush,9548,0,Wisconsin,55,3.7,George W. Bush,republican,1,2000,200055115
Sheboygan County,117,55201,Al Gore,23569,1,1637,George W. Bush,29648,0,Wisconsin,55,2.6,George W. Bush,republican,1,2000,200055117
Taylor County,119,8992,Al Gore,3254,1,57,George W. Bush,5278,0,Wisconsin,55,3.9,George W. Bush,republican,1,2000,200055119
Trempealeau County,121,12168,Al Gore,6678,1,102,George W. Bush,5002,0,Wisconsin,55,4.1,Al Gore,democrat,0,2000,200055121
Vernon County,123,13044,Al Gore,6577,1,94,George W. Bush,5684,0,Wisconsin,55,3.8,Al Gore,democrat,0,2000,200055123
Vilas County,125,12322,Al Gore,4706,1,92,George W. Bush,6958,0,Wisconsin,55,5.1,George W. Bush,republican,1,2000,200055125
Walworth County,127,40458,Al Gore,15492,1,2637,George W. Bush,22982,0,Wisconsin,55,3,George W. Bush,republican,1,2000,200055127
Washburn County,129,8045,Al Gore,3695,1,73,George W. Bush,3912,0,Wisconsin,55,5.3,George W. Bush,republican,1,2000,200055129
Washington County,131,61412,Al Gore,18115,1,700,George W. Bush,41162,0,Wisconsin,55,2.9,George W. Bush,republican,1,2000,200055131
Waukesha County,133,203734,Al Gore,64319,1,4480,George W. Bush,133105,0,Wisconsin,55,2.8,George W. Bush,republican,1,2000,200055133
Waupaca County,135,22804,Al Gore,8787,1,349,George W. Bush,12980,0,Wisconsin,55,3.5,George W. Bush,republican,1,2000,200055135
Waushara County,137,10248,Al Gore,4239,1,379,George W. Bush,5571,0,Wisconsin,55,4.3,George W. Bush,republican,1,2000,200055137
Winnebago County,139,76080,Al Gore,33983,1,1403,George W. Bush,38330,0,Wisconsin,55,2.8,George W. Bush,republican,1,2000,200055139
Wood County,141,35761,Al Gore,15936,1,346,George W. Bush,17803,0,Wisconsin,55,4,George W. Bush,republican,1,2000,200055141
Albany County,1,14151,Al Gore,5069,1,1135,George W. Bush,7814,-1,Wyoming,56,3.4,George W. Bush,republican,1,2000,200056001
Big Horn County,3,4918,Al Gore,1004,1,337,George W. Bush,3720,-1,Wyoming,56,5.1,George W. Bush,republican,1,2000,200056003
Campbell County,5,12540,Al Gore,1967,1,559,George W. Bush,10203,-1,Wyoming,56,3.1,George W. Bush,republican,1,2000,200056005
Carbon County,7,6968,Al Gore,2206,1,1013,George W. Bush,4498,-1,Wyoming,56,4.3,George W. Bush,republican,1,2000,200056007
Converse County,9,5175,Al Gore,1076,1,316,George W. Bush,3919,-1,Wyoming,56,4,George W. Bush,republican,1,2000,200056009
Crook County,11,2738,Al Gore,361,1,35,George W. Bush,2289,-1,Wyoming,56,3.7,George W. Bush,republican,1,2000,200056011
Fremont County,13,15444,Al Gore,4172,1,755,George W. Bush,10560,-1,Wyoming,56,5.3,George W. Bush,republican,1,2000,200056013
Goshen County,15,5520,Al Gore,1439,1,538,George W. Bush,3922,-1,Wyoming,56,3.7,George W. Bush,republican,1,2000,200056015
Hot Springs County,17,2352,Al Gore,544,1,53,George W. Bush,1733,-1,Wyoming,56,3.7,George W. Bush,republican,1,2000,200056017
Johnson County,19,3550,Al Gore,555,1,75,George W. Bush,2886,-1,Wyoming,56,3.8,George W. Bush,republican,1,2000,200056019
Laramie County,21,35323,Al Gore,12162,1,4421,George W. Bush,21797,-1,Wyoming,56,3.8,George W. Bush,republican,1,2000,200056021
Lincoln County,23,6845,Al Gore,1184,1,148,George W. Bush,5415,-1,Wyoming,56,3.9,George W. Bush,republican,1,2000,200056023
Natrona County,25,28388,Al Gore,8646,1,1612,George W. Bush,18439,-1,Wyoming,56,4,George W. Bush,republican,1,2000,200056025
Niobrara County,27,1127,Al Gore,190,1,11,George W. Bush,888,-1,Wyoming,56,3.7,George W. Bush,republican,1,2000,200056027
Park County,29,12836,Al Gore,2424,1,476,George W. Bush,9884,-1,Wyoming,56,4.1,George W. Bush,republican,1,2000,200056029
Platte County,31,4373,Al Gore,1249,1,208,George W. Bush,2925,-1,Wyoming,56,4.1,George W. Bush,republican,1,2000,200056031
Sheridan County,33,12236,Al Gore,3330,1,313,George W. Bush,8424,-1,Wyoming,56,4.1,George W. Bush,republican,1,2000,200056033
Sublette County,35,3216,Al Gore,458,1,49,George W. Bush,2624,-1,Wyoming,56,3,George W. Bush,republican,1,2000,200056035
Sweetwater County,37,15691,Al Gore,5521,1,1772,George W. Bush,9425,-1,Wyoming,56,4,George W. Bush,republican,1,2000,200056037
Teton County,39,10431,Al Gore,4019,1,490,George W. Bush,5454,-1,Wyoming,56,2.5,George W. Bush,republican,1,2000,200056039
Uinta County,41,7418,Al Gore,1650,1,491,George W. Bush,5469,-1,Wyoming,56,4.1,George W. Bush,republican,1,2000,200056041
Washakie County,43,4051,Al Gore,806,1,467,George W. Bush,3138,-1,Wyoming,56,4.7,George W. Bush,republican,1,2000,200056043
Weston County,45,3060,Al Gore,449,1,63,George W. Bush,2521,-1,Wyoming,56,4.3,George W. Bush,republican,1,2000,200056045
Alameda County,1,494336,Al Gore,342889,0,131656,George W. Bush,119279,0,California,6,3.6,Al Gore,democrat,0,2000,20006001
Alpine County,3,586,Al Gore,265,0,42,George W. Bush,281,0,California,6,6.3,George W. Bush,republican,1,2000,20006003
Amador County,5,15464,Al Gore,5906,0,933,George W. Bush,8766,0,California,6,5.2,George W. Bush,republican,1,2000,20006005
Butte County,7,83721,Al Gore,31338,0,10317,George W. Bush,45584,0,California,6,6.2,George W. Bush,republican,1,2000,20006007
Calaveras County,9,18876,Al Gore,7093,0,1343,George W. Bush,10599,0,California,6,5.6,George W. Bush,republican,1,2000,20006009
Colusa County,11,5590,Al Gore,1745,0,4060,George W. Bush,3629,0,California,6,11.6,George W. Bush,republican,1,2000,20006011
Contra Costa County,13,381478,Al Gore,224338,0,81903,George W. Bush,141373,0,California,6,3.6,Al Gore,democrat,0,2000,20006013
Del Norte County,15,8294,Al Gore,3117,0,1137,George W. Bush,4526,0,California,6,7.4,George W. Bush,republican,1,2000,20006015
El Dorado County,17,72136,Al Gore,26220,0,7123,George W. Bush,42045,0,California,6,4.1,George W. Bush,republican,1,2000,20006017
Fresno County,19,220835,Al Gore,95059,0,168756,George W. Bush,117342,0,California,6,10.4,George W. Bush,republican,1,2000,20006019
Glenn County,21,8711,Al Gore,2498,0,3601,George W. Bush,5795,0,California,6,8.5,George W. Bush,republican,1,2000,20006021
Humboldt County,23,55972,Al Gore,24851,0,3914,George W. Bush,23219,0,California,6,5.8,Al Gore,democrat,0,2000,20006023
Imperial County,25,28937,Al Gore,15489,0,51104,George W. Bush,12524,0,California,6,17.5,Al Gore,democrat,0,2000,20006025
Inyo County,27,7815,Al Gore,2652,0,1112,George W. Bush,4713,0,California,6,4.7,George W. Bush,republican,1,2000,20006027
Kern County,29,182308,Al Gore,66003,0,119837,George W. Bush,110663,0,California,6,8.3,George W. Bush,republican,1,2000,20006029
Kings County,31,28335,Al Gore,11041,0,23632,George W. Bush,16377,0,California,6,10,George W. Bush,republican,1,2000,20006031
Lake County,33,20919,Al Gore,10717,0,3075,George W. Bush,8699,0,California,6,7.3,Al Gore,democrat,0,2000,20006033
Lassen County,35,10586,Al Gore,2982,0,1123,George W. Bush,7080,0,California,6,7.2,George W. Bush,republican,1,2000,20006035
Los Angeles County,37,2695154,Al Gore,1710505,0,2102630,George W. Bush,871930,0,California,6,5.4,Al Gore,democrat,0,2000,20006037
Madera County,39,33395,Al Gore,11650,0,26639,George W. Bush,20283,0,California,6,8.7,George W. Bush,republican,1,2000,20006039
Marin County,41,123155,Al Gore,79135,0,12093,George W. Bush,34872,0,California,6,2.9,Al Gore,democrat,0,2000,20006041
Mariposa County,43,8074,Al Gore,2816,0,585,George W. Bush,4727,0,California,6,6.2,George W. Bush,republican,1,2000,20006043
