COUNTY,COUNTY_FIPS,COUNTY_TOTALVOTES,DEM_CANDIDATE,DEM_VOTES,HOUSE_WINNING_BINARY,MARGIN_VICTORY,REP_CANDIDATE,REP_VOTES,SENATE_WINNING_BINARY,STATE,STATE_FIPS,UNEMPLOYMENT_RATE,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,YEAR,YEAR_FIPS
Hettinger County,41,1519,Al Gore,353,0,-0.463462804,George W. Bush,1057,0,North Dakota,38,3,George W. Bush,republican,1,2000,200038041
Kidder County,43,1276,Al Gore,283,0,-0.434169279,George W. Bush,837,0,North Dakota,38,4.6,George W. Bush,republican,1,2000,200038043
LaMoure County,45,2468,Al Gore,689,0,-0.365072934,George W. Bush,1590,0,North Dakota,38,2.8,George W. Bush,republican,1,2000,200038045
Logan County,47,1145,Al Gore,223,0,-0.51441048,George W. Bush,812,0,North Dakota,38,2.8,George W. Bush,republican,1,2000,200038047
McHenry County,49,2737,Al Gore,888,0,-0.290098648,George W. Bush,1682,0,North Dakota,38,4.9,George W. Bush,republican,1,2000,200038049
McIntosh County,51,1637,Al Gore,350,0,-0.505803299,George W. Bush,1178,0,North Dakota,38,2.9,George W. Bush,republican,1,2000,200038051
McKenzie County,53,2364,Al Gore,653,0,-0.414974619,George W. Bush,1634,0,North Dakota,38,3.1,George W. Bush,republican,1,2000,200038053
McLean County,55,4646,Al Gore,1465,0,-0.306930693,George W. Bush,2891,0,North Dakota,38,4.7,George W. Bush,republican,1,2000,200038055
Mercer County,57,4353,Al Gore,1011,0,-0.453250632,George W. Bush,2984,0,North Dakota,38,4.4,George W. Bush,republican,1,2000,200038057
Morton County,59,11223,Al Gore,3439,0,-0.316671122,George W. Bush,6993,0,North Dakota,38,3,George W. Bush,republican,1,2000,200038059
Mountrail County,61,2896,Al Gore,1256,0,-0.072513812,George W. Bush,1466,0,North Dakota,38,4.7,George W. Bush,republican,1,2000,200038061
Nelson County,63,1840,Al Gore,687,0,-0.186956522,George W. Bush,1031,0,North Dakota,38,3.8,George W. Bush,republican,1,2000,200038063
Oliver County,65,1051,Al Gore,244,0,-0.442435775,George W. Bush,709,0,North Dakota,38,4.2,George W. Bush,republican,1,2000,200038065
Pembina County,67,3779,Al Gore,1093,0,-0.353797301,George W. Bush,2430,0,North Dakota,38,5.2,George W. Bush,republican,1,2000,200038067
Pierce County,69,1971,Al Gore,500,0,-0.430238458,George W. Bush,1348,0,North Dakota,38,3.4,George W. Bush,republican,1,2000,200038069
Ramsey County,71,4977,Al Gore,1658,0,-0.270644967,George W. Bush,3005,0,North Dakota,38,3.4,George W. Bush,republican,1,2000,200038071
Ransom County,73,2719,Al Gore,1080,0,-0.150055167,George W. Bush,1488,0,North Dakota,38,2.4,George W. Bush,republican,1,2000,200038073
Renville County,75,1332,Al Gore,443,0,-0.283033033,George W. Bush,820,0,North Dakota,38,2.5,George W. Bush,republican,1,2000,200038075
Richland County,77,8015,Al Gore,2490,0,-0.313038054,George W. Bush,4999,0,North Dakota,38,2.8,George W. Bush,republican,1,2000,200038077
Rolette County,79,4398,Al Gore,2681,0,0.287630741,George W. Bush,1416,0,North Dakota,38,9.5,Al Gore,democrat,0,2000,200038079
Sargent County,81,2184,Al Gore,959,0,-0.065934066,George W. Bush,1103,0,North Dakota,38,2.4,George W. Bush,republican,1,2000,200038081
Sheridan County,83,928,Al Gore,161,0,-0.588362069,George W. Bush,707,0,North Dakota,38,5.2,George W. Bush,republican,1,2000,200038083
Sioux County,85,1041,Al Gore,724,0,0.437079731,George W. Bush,269,0,North Dakota,38,5.6,Al Gore,democrat,0,2000,200038085
Slope County,87,442,Al Gore,85,0,-0.522624434,George W. Bush,316,0,North Dakota,38,2.6,George W. Bush,republican,1,2000,200038087
Stark County,89,9777,Al Gore,2784,0,-0.36851795,George W. Bush,6387,0,North Dakota,38,2.8,George W. Bush,republican,1,2000,200038089
Steele County,91,1210,Al Gore,475,0,-0.148760331,George W. Bush,655,0,North Dakota,38,2,George W. Bush,republican,1,2000,200038091
Stutsman County,93,9118,Al Gore,3067,0,-0.265518754,George W. Bush,5488,0,North Dakota,38,2.5,George W. Bush,republican,1,2000,200038093
Towner County,95,1189,Al Gore,410,0,-0.238856182,George W. Bush,694,0,North Dakota,38,2.8,George W. Bush,republican,1,2000,200038095
Traill County,97,4112,Al Gore,1512,0,-0.214007782,George W. Bush,2392,0,North Dakota,38,2.9,George W. Bush,republican,1,2000,200038097
Walsh County,99,5182,Al Gore,1743,0,-0.261675029,George W. Bush,3099,0,North Dakota,38,3.6,George W. Bush,republican,1,2000,200038099
Ward County,101,22482,Al Gore,7533,0,-0.287518904,George W. Bush,13997,0,North Dakota,38,3.2,George W. Bush,republican,1,2000,200038101
Wells County,103,2410,Al Gore,661,0,-0.393775934,George W. Bush,1610,0,North Dakota,38,4,George W. Bush,republican,1,2000,200038103
Williams County,105,7807,Al Gore,2330,0,-0.365953631,George W. Bush,5187,0,North Dakota,38,2.9,George W. Bush,republican,1,2000,200038105
Adams County,1,10235,Al Gore,3581,1,-0.273473376,George W. Bush,6380,1,Ohio,39,7.4,George W. Bush,republican,1,2000,200039001
Allen County,3,43795,Al Gore,13996,1,-0.334535906,George W. Bush,28647,1,Ohio,39,4.6,George W. Bush,republican,1,2000,200039003
Ashland County,5,21258,Al Gore,6685,1,-0.322137548,George W. Bush,13533,1,Ohio,39,4.2,George W. Bush,republican,1,2000,200039005
Ashtabula County,7,39472,Al Gore,19831,1,0.047907377,George W. Bush,17940,1,Ohio,39,5.1,Al Gore,democrat,0,2000,200039007
Athens County,9,25447,Al Gore,13158,1,0.13577239,George W. Bush,9703,1,Ohio,39,5.5,Al Gore,democrat,0,2000,200039009
Auglaize County,11,19892,Al Gore,5564,1,-0.412527649,George W. Bush,13770,1,Ohio,39,3.5,George W. Bush,republican,1,2000,200039011
Belmont County,13,30141,Al Gore,15980,1,0.111310176,George W. Bush,12625,1,Ohio,39,6.4,Al Gore,democrat,0,2000,200039013
Brown County,15,16429,Al Gore,5972,1,-0.246819648,George W. Bush,10027,1,Ohio,39,5.4,George W. Bush,republican,1,2000,200039015
Butler County,17,136737,Al Gore,46390,1,-0.293973102,George W. Bush,86587,1,Ohio,39,3.8,George W. Bush,republican,1,2000,200039017
Carroll County,19,12261,Al Gore,4960,1,-0.144523285,George W. Bush,6732,1,Ohio,39,4.6,George W. Bush,republican,1,2000,200039019
Champaign County,21,15680,Al Gore,5955,1,-0.208227041,George W. Bush,9220,1,Ohio,39,3.8,George W. Bush,republican,1,2000,200039021
Clark County,23,57559,Al Gore,27984,1,0.005629007,George W. Bush,27660,1,Ohio,39,4.5,Al Gore,democrat,0,2000,200039023
Clermont County,25,69877,Al Gore,20927,1,-0.374973167,George W. Bush,47129,1,Ohio,39,3.8,George W. Bush,republican,1,2000,200039025
Clinton County,27,15070,Al Gore,4791,1,-0.333974784,George W. Bush,9824,1,Ohio,39,3.7,George W. Bush,republican,1,2000,200039027
Columbiana County,29,44427,Al Gore,20657,1,-0.025817633,George W. Bush,21804,1,Ohio,39,5.1,George W. Bush,republican,1,2000,200039029
Coshocton County,31,14268,Al Gore,5594,1,-0.185660219,George W. Bush,8243,1,Ohio,39,4.5,George W. Bush,republican,1,2000,200039031
Crawford County,33,19176,Al Gore,6721,1,-0.257874426,George W. Bush,11666,1,Ohio,39,4.5,George W. Bush,republican,1,2000,200039033
Cuyahoga County,35,574782,Al Gore,359913,1,0.291961126,George W. Bush,192099,1,Ohio,39,2.8,Al Gore,democrat,0,2000,200039035
Darke County,37,23267,Al Gore,7741,1,-0.304121717,George W. Bush,14817,1,Ohio,39,4.2,George W. Bush,republican,1,2000,200039037
Defiance County,39,16242,Al Gore,6175,1,-0.207178919,George W. Bush,9540,1,Ohio,39,3.9,George W. Bush,republican,1,2000,200039039
Delaware County,41,55403,Al Gore,17134,1,-0.352056748,George W. Bush,36639,1,Ohio,39,2.8,George W. Bush,republican,1,2000,200039041
Erie County,43,35015,Al Gore,17732,1,0.0464658,George W. Bush,16105,1,Ohio,39,4.5,Al Gore,democrat,0,2000,200039043
Fairfield County,45,54094,Al Gore,19065,1,-0.267275483,George W. Bush,33523,1,Ohio,39,3.4,George W. Bush,republican,1,2000,200039045
Fayette County,47,9278,Al Gore,3363,1,-0.250269455,George W. Bush,5685,1,Ohio,39,4.1,George W. Bush,republican,1,2000,200039047
Franklin County,49,414074,Al Gore,202018,1,0.010036853,George W. Bush,197862,1,Ohio,39,3.3,Al Gore,democrat,0,2000,200039049
Fulton County,51,18896,Al Gore,6805,1,-0.250899661,George W. Bush,11546,1,Ohio,39,4.2,George W. Bush,republican,1,2000,200039051
Gallia County,53,12776,Al Gore,4872,1,-0.206559173,George W. Bush,7511,1,Ohio,39,7.3,George W. Bush,republican,1,2000,200039053
Geauga County,55,42600,Al Gore,15327,1,-0.23685446,George W. Bush,25417,1,Ohio,39,2.2,George W. Bush,republican,1,2000,200039055
Greene County,57,65204,Al Gore,25059,1,-0.197641249,George W. Bush,37946,1,Ohio,39,3.9,George W. Bush,republican,1,2000,200039057
Guernsey County,59,15430,Al Gore,6643,1,-0.099675956,George W. Bush,8181,1,Ohio,39,6.7,George W. Bush,republican,1,2000,200039059
Hamilton County,61,377899,Al Gore,161578,1,-0.112720595,George W. Bush,204175,1,Ohio,39,3.9,George W. Bush,republican,1,2000,200039061
Hancock County,63,30617,Al Gore,8798,1,-0.398046837,George W. Bush,20985,1,Ohio,39,3.5,George W. Bush,republican,1,2000,200039063
Hardin County,65,12068,Al Gore,4557,1,-0.212711303,George W. Bush,7124,1,Ohio,39,4.3,George W. Bush,republican,1,2000,200039065
Harrison County,67,7161,Al Gore,3351,1,-0.00921659,George W. Bush,3417,1,Ohio,39,5.4,George W. Bush,republican,1,2000,200039067
Henry County,69,13252,Al Gore,4367,1,-0.314141262,George W. Bush,8530,1,Ohio,39,4.5,George W. Bush,republican,1,2000,200039069
Highland County,71,15447,Al Gore,5328,1,-0.284844954,George W. Bush,9728,1,Ohio,39,4.6,George W. Bush,republican,1,2000,200039071
Hocking County,73,10756,Al Gore,4474,1,-0.114168836,George W. Bush,5702,1,Ohio,39,6.5,George W. Bush,republican,1,2000,200039073
Holmes County,75,9145,Al Gore,2066,1,-0.512629852,George W. Bush,6754,1,Ohio,39,3,George W. Bush,republican,1,2000,200039075
Huron County,77,21360,Al Gore,8183,1,-0.192088015,George W. Bush,12286,1,Ohio,39,5.7,George W. Bush,republican,1,2000,200039077
Jackson County,79,12490,Al Gore,5131,1,-0.146277022,George W. Bush,6958,1,Ohio,39,6.1,George W. Bush,republican,1,2000,200039079
Jefferson County,81,34636,Al Gore,17488,1,0.070735651,George W. Bush,15038,1,Ohio,39,6,Al Gore,democrat,0,2000,200039081
Knox County,83,21260,Al Gore,7133,1,-0.294449671,George W. Bush,13393,1,Ohio,39,4.3,George W. Bush,republican,1,2000,200039083
Lake County,85,102564,Al Gore,46497,1,-0.051187551,George W. Bush,51747,1,Ohio,39,2.4,George W. Bush,republican,1,2000,200039085
Lawrence County,87,24452,Al Gore,11307,1,-0.050057255,George W. Bush,12531,1,Ohio,39,7.8,George W. Bush,republican,1,2000,200039087
Licking County,89,62466,Al Gore,23196,1,-0.223865783,George W. Bush,37180,1,Ohio,39,3.8,George W. Bush,republican,1,2000,200039089
Logan County,91,18455,Al Gore,5945,1,-0.319913303,George W. Bush,11849,1,Ohio,39,3.8,George W. Bush,republican,1,2000,200039091
Lorain County,93,112180,Al Gore,59809,1,0.105651631,George W. Bush,47957,1,Ohio,39,2.9,Al Gore,democrat,0,2000,200039093
Lucas County,95,187350,Al Gore,108344,1,0.186826795,George W. Bush,73342,1,Ohio,39,4.8,Al Gore,democrat,0,2000,200039095
Madison County,97,14667,Al Gore,5287,1,-0.245789868,George W. Bush,8892,1,Ohio,39,3.6,George W. Bush,republican,1,2000,200039097
Mahoning County,99,114119,Al Gore,69212,1,0.251947528,George W. Bush,40460,1,Ohio,39,5.4,Al Gore,democrat,0,2000,200039099
Marion County,101,24815,Al Gore,10370,1,-0.130848277,George W. Bush,13617,1,Ohio,39,4.4,George W. Bush,republican,1,2000,200039101
Medina County,103,66883,Al Gore,26635,1,-0.160190183,George W. Bush,37349,1,Ohio,39,2.3,George W. Bush,republican,1,2000,200039103
Meigs County,105,9795,Al Gore,3674,1,-0.21194487,George W. Bush,5750,1,Ohio,39,7.6,George W. Bush,republican,1,2000,200039105
Mercer County,107,18294,Al Gore,5212,1,-0.397562042,George W. Bush,12485,1,Ohio,39,4.2,George W. Bush,republican,1,2000,200039107
Miami County,109,42841,Al Gore,15584,1,-0.243995238,George W. Bush,26037,1,Ohio,39,3.7,George W. Bush,republican,1,2000,200039109
Monroe County,111,7115,Al Gore,3605,1,0.064652143,George W. Bush,3145,1,Ohio,39,7.5,Al Gore,democrat,0,2000,200039111
Montgomery County,113,230987,Al Gore,114597,1,0.020802036,George W. Bush,109792,1,Ohio,39,4.2,Al Gore,democrat,0,2000,200039113
Morgan County,115,5993,Al Gore,2261,1,-0.198564992,George W. Bush,3451,1,Ohio,39,7,George W. Bush,republican,1,2000,200039115
Morrow County,117,12839,Al Gore,4529,1,-0.258041904,George W. Bush,7842,1,Ohio,39,4,George W. Bush,republican,1,2000,200039117
Muskingum County,119,32624,Al Gore,13415,1,-0.140387445,George W. Bush,17995,1,Ohio,39,5.5,George W. Bush,republican,1,2000,200039119
Noble County,121,5988,Al Gore,2296,1,-0.190213761,George W. Bush,3435,1,Ohio,39,6.7,George W. Bush,republican,1,2000,200039121
Ottawa County,123,19968,Al Gore,9485,1,-0.021634615,George W. Bush,9917,1,Ohio,39,5.3,George W. Bush,republican,1,2000,200039123
Paulding County,125,8946,Al Gore,3384,1,-0.20411357,George W. Bush,5210,1,Ohio,39,4,George W. Bush,republican,1,2000,200039125
Perry County,127,12828,Al Gore,5895,1,-0.042485189,George W. Bush,6440,1,Ohio,39,5.6,George W. Bush,republican,1,2000,200039127
Pickaway County,129,17740,Al Gore,6598,1,-0.232187148,George W. Bush,10717,1,Ohio,39,4.2,George W. Bush,republican,1,2000,200039129
Pike County,131,10560,Al Gore,4923,1,-0.038825758,George W. Bush,5333,1,Ohio,39,7.2,George W. Bush,republican,1,2000,200039131
Portage County,133,62899,Al Gore,31446,1,0.05047775,George W. Bush,28271,1,Ohio,39,4.1,Al Gore,democrat,0,2000,200039133
Preble County,135,18166,Al Gore,6375,1,-0.264284928,George W. Bush,11176,1,Ohio,39,4,George W. Bush,republican,1,2000,200039135
Putnam County,137,17344,Al Gore,4063,1,-0.505880996,George W. Bush,12837,1,Ohio,39,3.5,George W. Bush,republican,1,2000,200039137
Richland County,139,52779,Al Gore,20572,1,-0.181246329,George W. Bush,30138,1,Ohio,39,5.3,George W. Bush,republican,1,2000,200039139
Ross County,141,26016,Al Gore,11662,1,-0.078567036,George W. Bush,13706,1,Ohio,39,5.3,George W. Bush,republican,1,2000,200039141
Sandusky County,143,25744,Al Gore,11146,1,-0.099168738,George W. Bush,13699,1,Ohio,39,4.4,George W. Bush,republican,1,2000,200039143
Scioto County,145,29945,Al Gore,13997,1,-0.034229421,George W. Bush,15022,1,Ohio,39,7.6,George W. Bush,republican,1,2000,200039145
Seneca County,147,24351,Al Gore,9512,1,-0.178678494,George W. Bush,13863,1,Ohio,39,4.5,George W. Bush,republican,1,2000,200039147
Shelby County,149,19670,Al Gore,6593,1,-0.299084901,George W. Bush,12476,1,Ohio,39,4.1,George W. Bush,republican,1,2000,200039149
Stark County,151,159844,Al Gore,75308,1,-0.017798604,George W. Bush,78153,1,Ohio,39,4.4,George W. Bush,republican,1,2000,200039151
Summit County,153,224839,Al Gore,119759,1,0.10246443,George W. Bush,96721,1,Ohio,39,4.4,Al Gore,democrat,0,2000,200039153
Trumbull County,155,96239,Al Gore,57643,1,0.238874053,George W. Bush,34654,1,Ohio,39,5.3,Al Gore,democrat,0,2000,200039155
Tuscarawas County,157,37118,Al Gore,15879,1,-0.098873862,George W. Bush,19549,1,Ohio,39,4.4,George W. Bush,republican,1,2000,200039157
Union County,159,17024,Al Gore,5040,1,-0.379581767,George W. Bush,11502,1,Ohio,39,3.2,George W. Bush,republican,1,2000,200039159
Van Wert County,161,13219,Al Gore,4209,1,-0.338149633,George W. Bush,8679,1,Ohio,39,4.4,George W. Bush,republican,1,2000,200039161
Vinton County,163,4946,Al Gore,2037,1,-0.138091387,George W. Bush,2720,1,Ohio,39,7.2,George W. Bush,republican,1,2000,200039163
Warren County,165,69078,Al Gore,19142,1,-0.422363126,George W. Bush,48318,1,Ohio,39,3.5,George W. Bush,republican,1,2000,200039165
Washington County,167,26515,Al Gore,10383,1,-0.187026212,George W. Bush,15342,1,Ohio,39,5.7,George W. Bush,republican,1,2000,200039167
Wayne County,169,42436,Al Gore,14779,1,-0.262088793,George W. Bush,25901,1,Ohio,39,3.5,George W. Bush,republican,1,2000,200039169
Williams County,171,15919,Al Gore,5454,1,-0.281864439,George W. Bush,9941,1,Ohio,39,3.7,George W. Bush,republican,1,2000,200039171
Wood County,173,52194,Al Gore,22687,1,-0.092290302,George W. Bush,27504,1,Ohio,39,3.7,George W. Bush,republican,1,2000,200039173
Wyandot County,175,9827,Al Gore,3397,1,-0.276381398,George W. Bush,6113,1,Ohio,39,4.2,George W. Bush,republican,1,2000,200039175
Adair County,1,5977,Al Gore,2361,1,-0.191065752,George W. Bush,3503,1,Oklahoma,40,3.5,George W. Bush,republican,1,2000,200040001
Alfalfa County,3,2507,Al Gore,583,1,-0.519744715,George W. Bush,1886,1,Oklahoma,40,2.9,George W. Bush,republican,1,2000,200040003
Atoka County,5,4324,Al Gore,1906,1,-0.108464385,George W. Bush,2375,1,Oklahoma,40,3.6,George W. Bush,republican,1,2000,200040005
Beaver County,7,2456,Al Gore,339,1,-0.713762215,George W. Bush,2092,1,Oklahoma,40,2.4,George W. Bush,republican,1,2000,200040007
Beckham County,9,6532,Al Gore,2408,1,-0.253980404,George W. Bush,4067,1,Oklahoma,40,3.1,George W. Bush,republican,1,2000,200040009
Apache County,1,19456,Al Gore,13025,1,0.36379523,George W. Bush,5947,1,Arizona,4,9,Al Gore,democrat,0,2000,20004001
Blaine County,11,4094,Al Gore,1402,1,-0.300683928,George W. Bush,2633,1,Oklahoma,40,2.8,George W. Bush,republican,1,2000,200040011
Bryan County,13,11746,Al Gore,5554,1,-0.045121744,George W. Bush,6084,1,Oklahoma,40,2.9,George W. Bush,republican,1,2000,200040013
Caddo County,15,9210,Al Gore,4272,1,-0.061129207,George W. Bush,4835,1,Oklahoma,40,3.7,George W. Bush,republican,1,2000,200040015
Canadian County,17,31360,Al Gore,8367,1,-0.456377551,George W. Bush,22679,1,Oklahoma,40,2.3,George W. Bush,republican,1,2000,200040017
Carter County,19,16458,Al Gore,6659,1,-0.182768259,George W. Bush,9667,1,Oklahoma,40,3.7,George W. Bush,republican,1,2000,200040019
Cherokee County,21,14468,Al Gore,7256,1,0.023361902,George W. Bush,6918,1,Oklahoma,40,3.1,Al Gore,democrat,0,2000,200040021
Choctaw County,23,5315,Al Gore,2799,1,0.063593603,George W. Bush,2461,1,Oklahoma,40,4.7,Al Gore,democrat,0,2000,200040023
Cimarron County,25,1484,Al Gore,227,1,-0.675876011,George W. Bush,1230,1,Oklahoma,40,2.2,George W. Bush,republican,1,2000,200040025
Cleveland County,27,76171,Al Gore,27792,1,-0.257328905,George W. Bush,47393,1,Oklahoma,40,2.3,George W. Bush,republican,1,2000,200040027
Coal County,29,2362,Al Gore,1148,1,-0.020321761,George W. Bush,1196,1,Oklahoma,40,4.2,George W. Bush,republican,1,2000,200040029
Cochise County,3,33241,Al Gore,13360,1,-0.145001655,George W. Bush,18180,1,Arizona,4,4.5,George W. Bush,republican,1,2000,20004003
Comanche County,31,29333,Al Gore,11971,1,-0.174956534,George W. Bush,17103,1,Oklahoma,40,3.6,George W. Bush,republican,1,2000,200040031
Cotton County,33,2482,Al Gore,1068,1,-0.128928284,George W. Bush,1388,1,Oklahoma,40,3.2,George W. Bush,republican,1,2000,200040033
Craig County,35,5484,Al Gore,2568,1,-0.045040117,George W. Bush,2815,1,Oklahoma,40,3.5,George W. Bush,republican,1,2000,200040035
Creek County,37,23741,Al Gore,9753,1,-0.161197928,George W. Bush,13580,1,Oklahoma,40,3.2,George W. Bush,republican,1,2000,200040037
Custer County,39,9743,Al Gore,3115,1,-0.350200144,George W. Bush,6527,1,Oklahoma,40,2.5,George W. Bush,republican,1,2000,200040039
Delaware County,41,13353,Al Gore,5514,1,-0.157567588,George W. Bush,7618,1,Oklahoma,40,3.6,George W. Bush,republican,1,2000,200040041
Dewey County,43,2220,Al Gore,599,1,-0.454054054,George W. Bush,1607,1,Oklahoma,40,2.7,George W. Bush,republican,1,2000,200040043
Ellis County,45,2013,Al Gore,468,1,-0.519125683,George W. Bush,1513,1,Oklahoma,40,2.6,George W. Bush,republican,1,2000,200040045
Garfield County,47,21683,Al Gore,6543,1,-0.385509385,George W. Bush,14902,1,Oklahoma,40,2.8,George W. Bush,republican,1,2000,200040047
Garvin County,49,9843,Al Gore,4189,1,-0.136848522,George W. Bush,5536,1,Oklahoma,40,3.4,George W. Bush,republican,1,2000,200040049
Coconino County,5,40883,Al Gore,20280,1,0.066482401,George W. Bush,17562,1,Arizona,4,4.4,Al Gore,democrat,0,2000,20004005
Grady County,51,16276,Al Gore,6037,1,-0.24594495,George W. Bush,10040,1,Oklahoma,40,2.9,George W. Bush,republican,1,2000,200040051
Grant County,53,2503,Al Gore,709,1,-0.420695166,George W. Bush,1762,1,Oklahoma,40,2.5,George W. Bush,republican,1,2000,200040053
Greer County,55,2152,Al Gore,839,1,-0.208178439,George W. Bush,1287,1,Oklahoma,40,3.9,George W. Bush,republican,1,2000,200040055
Harmon County,57,1205,Al Gore,507,1,-0.153526971,George W. Bush,692,1,Oklahoma,40,2.7,George W. Bush,republican,1,2000,200040057
Harper County,59,1683,Al Gore,374,1,-0.547831254,George W. Bush,1296,1,Oklahoma,40,2.1,George W. Bush,republican,1,2000,200040059
Haskell County,61,4628,Al Gore,2510,1,0.101771824,George W. Bush,2039,1,Oklahoma,40,4.4,Al Gore,democrat,0,2000,200040061
Hughes County,63,4585,Al Gore,2334,1,0.030098146,George W. Bush,2196,1,Oklahoma,40,5.1,Al Gore,democrat,0,2000,200040063
Jackson County,65,8159,Al Gore,2515,1,-0.377006986,George W. Bush,5591,1,Oklahoma,40,3,George W. Bush,republican,1,2000,200040065
Jefferson County,67,2593,Al Gore,1245,1,-0.028924026,George W. Bush,1320,1,Oklahoma,40,3.5,George W. Bush,republican,1,2000,200040067
Johnston County,69,3930,Al Gore,1809,1,-0.06692112,George W. Bush,2072,1,Oklahoma,40,3.6,George W. Bush,republican,1,2000,200040069
Gila County,7,17736,Al Gore,7700,1,-0.082205683,George W. Bush,9158,1,Arizona,4,5.2,George W. Bush,republican,1,2000,20004007
Kay County,71,18162,Al Gore,6122,1,-0.310868847,George W. Bush,11768,1,Oklahoma,40,4.2,George W. Bush,republican,1,2000,200040071
Kingfisher County,73,6056,Al Gore,1304,1,-0.559610304,George W. Bush,4693,1,Oklahoma,40,2.2,George W. Bush,republican,1,2000,200040073
Kiowa County,75,3750,Al Gore,1544,1,-0.167733333,George W. Bush,2173,1,Oklahoma,40,2.8,George W. Bush,republican,1,2000,200040075
Latimer County,77,3669,Al Gore,1865,1,0.034341783,George W. Bush,1739,1,Oklahoma,40,4.7,Al Gore,democrat,0,2000,200040077
Le Flore County,79,14985,Al Gore,6536,1,-0.112045379,George W. Bush,8215,1,Oklahoma,40,4.2,George W. Bush,republican,1,2000,200040079
Lincoln County,81,11701,Al Gore,4140,1,-0.27749765,George W. Bush,7387,1,Oklahoma,40,2.9,George W. Bush,republican,1,2000,200040081
Logan County,83,12870,Al Gore,4510,1,-0.285703186,George W. Bush,8187,1,Oklahoma,40,2.5,George W. Bush,republican,1,2000,200040083
Love County,85,3372,Al Gore,1530,1,-0.082147094,George W. Bush,1807,1,Oklahoma,40,3.5,George W. Bush,republican,1,2000,200040085
McClain County,87,10539,Al Gore,3679,1,-0.29139387,George W. Bush,6750,1,Oklahoma,40,2.5,George W. Bush,republican,1,2000,200040087
McCurtain County,89,10482,Al Gore,3752,1,-0.271799275,George W. Bush,6601,1,Oklahoma,40,4.7,George W. Bush,republican,1,2000,200040089
Graham County,9,9664,Al Gore,3355,1,-0.27442053,George W. Bush,6007,1,Arizona,4,5.4,George W. Bush,republican,1,2000,20004009
McIntosh County,91,7781,Al Gore,4206,1,0.097930857,George W. Bush,3444,1,Oklahoma,40,4.5,Al Gore,democrat,0,2000,200040091
Major County,93,3352,Al Gore,635,1,-0.607696897,George W. Bush,2672,1,Oklahoma,40,2.3,George W. Bush,republican,1,2000,200040093
Marshall County,95,4900,Al Gore,2210,1,-0.087959184,George W. Bush,2641,1,Oklahoma,40,3.7,George W. Bush,republican,1,2000,200040095
Mayes County,97,14001,Al Gore,6618,1,-0.036711663,George W. Bush,7132,1,Oklahoma,40,3.3,George W. Bush,republican,1,2000,200040097
Murray County,99,4922,Al Gore,2263,1,-0.070296627,George W. Bush,2609,1,Oklahoma,40,3.5,George W. Bush,republican,1,2000,200040099
Muskogee County,101,24693,Al Gore,12520,1,0.028348115,George W. Bush,11820,1,Oklahoma,40,3.8,Al Gore,democrat,0,2000,200040101
Noble County,103,4697,Al Gore,1416,1,-0.38620396,George W. Bush,3230,1,Oklahoma,40,2.3,George W. Bush,republican,1,2000,200040103
Nowata County,105,3849,Al Gore,1703,1,-0.095089634,George W. Bush,2069,1,Oklahoma,40,3.4,George W. Bush,republican,1,2000,200040105
Okfuskee County,107,3788,Al Gore,1814,1,-0.025343189,George W. Bush,1910,1,Oklahoma,40,3.8,George W. Bush,republican,1,2000,200040107
Oklahoma County,109,223111,Al Gore,81590,1,-0.257665467,George W. Bush,139078,1,Oklahoma,40,2.8,George W. Bush,republican,1,2000,200040109
Greenlee County,11,2960,Al Gore,1216,1,-0.136148649,George W. Bush,1619,1,Arizona,4,4.2,George W. Bush,republican,1,2000,20004011
Okmulgee County,111,13178,Al Gore,7186,1,0.105402944,George W. Bush,5797,1,Oklahoma,40,4.4,Al Gore,democrat,0,2000,200040111
Osage County,113,15909,Al Gore,7540,1,-0.037588786,George W. Bush,8138,1,Oklahoma,40,3.1,George W. Bush,republican,1,2000,200040113
Ottawa County,115,11411,Al Gore,5647,1,0.001927964,George W. Bush,5625,1,Oklahoma,40,4.5,Al Gore,democrat,0,2000,200040115
Pawnee County,117,5925,Al Gore,2435,1,-0.160506329,George W. Bush,3386,1,Oklahoma,40,3.7,George W. Bush,republican,1,2000,200040117
Payne County,119,24947,Al Gore,9319,1,-0.237984527,George W. Bush,15256,1,Oklahoma,40,2.4,George W. Bush,republican,1,2000,200040119
La Paz County,12,4483,Al Gore,1769,1,-0.172652242,George W. Bush,2543,1,Arizona,4,6.3,George W. Bush,republican,1,2000,20004012
Pittsburg County,121,16357,Al Gore,7627,1,-0.054227548,George W. Bush,8514,1,Oklahoma,40,4.4,George W. Bush,republican,1,2000,200040121
Pontotoc County,123,12836,Al Gore,5387,1,-0.148956061,George W. Bush,7299,1,Oklahoma,40,3.3,George W. Bush,republican,1,2000,200040123
Pottawatomie County,125,22316,Al Gore,8763,1,-0.200394336,George W. Bush,13235,1,Oklahoma,40,3.2,George W. Bush,republican,1,2000,200040125
Pushmataha County,127,4348,Al Gore,1969,1,-0.08325667,George W. Bush,2331,1,Oklahoma,40,4.3,George W. Bush,republican,1,2000,200040127
Roger Mills County,129,1687,Al Gore,441,1,-0.470065205,George W. Bush,1234,1,Oklahoma,40,2.4,George W. Bush,republican,1,2000,200040129
